Asset_ID,Asset_Name,Asset_Type,Manufacturer,Model,Serial_Number,Purchase_Date,Install_Date,Warranty_End,Expected_EOL,Lifecycle_Status,Current_Status,Location_ID,Business_Unit,Criticality,Environment,Replacement_Cost_CAD
AST-0003566,LAP-0003566,Laptop,Dell,Latitude 5430,FF4CC96Q1L,2022-09-18,2022-11-02,2025-11-01,2027-04-30,EOL within 12 months,Retired,LOC-0083,Retail Banking,High,Production,1550
AST-0003567,LAP-0003567,Laptop,Dell,Latitude 7440,UPVK8R6DDJ,2025-06-18,2025-07-18,2028-07-17,2028-04-30,EOL within 24 months,In Service,LOC-0050,Finance,High,Production,1850
AST-0003568,LAP-0003568,Laptop,Lenovo,ThinkPad T14 Gen 3,LOBMI8TI7C,2023-01-06,2023-01-23,2027-01-22,2027-05-31,EOL within 12 months,In Service,LOC-0138,Risk,Critical,Development,1600
AST-0003569,LAP-0003569,Laptop,Apple,MacBook Pro 14-inch M2 Pro,90M1Y7XLM2,2024-11-18,2024-12-03,2028-12-02,2028-01-31,EOL within 24 months,Retired,LOC-0048,Commercial Banking,Critical,Test,2850
AST-0003570,LAP-0003570,Laptop,Dell,Latitude 5430,N4497YSLTD,2024-12-17,2025-01-22,2028-01-22,2027-04-30,EOL within 12 months,In Service,LOC-0092,Technology,Low,Test,1550
AST-0003571,LAP-0003571,Laptop,HP,EliteBook 840 G8,MP669QC3O8,2023-07-12,2023-08-12,2026-08-11,2026-01-31,Past EOL,In Service,LOC-0121,Treasury,Medium,Development,1500
AST-0003572,LAP-0003572,Laptop,Dell,Latitude 7440,IOFSL3QAZ7,2023-06-07,2023-06-23,2026-06-22,2028-04-30,EOL within 24 months,Quarantined,LOC-0122,Commercial Banking,High,Development,1850
AST-0003573,LAP-0003573,Laptop,Apple,MacBook Air M2,IZLCP8DKL1,2024-08-25,2024-09-02,2028-09-01,2027-07-31,EOL within 24 months,In Service,LOC-0155,Retail Banking,High,Development,1650
AST-0003574,LAP-0003574,Laptop,Lenovo,ThinkPad T14 Gen 3,VMVZD3T7G6,2024-08-19,2024-09-27,2027-09-27,2027-05-31,EOL within 12 months,Retired,LOC-0103,Wealth Management,Medium,Production,1600
AST-0003575,LAP-0003575,Laptop,Lenovo,ThinkPad T14 Gen 3,FQ9QGTV3O7,2022-10-10,2022-10-31,2026-10-30,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0047,Human Resources,High,Test,1600
AST-0003576,LAP-0003576,Laptop,Dell,Latitude 5420,WSC7QVQZXU,2021-06-28,2021-07-04,2024-07-03,2026-03-31,Past EOL,Retired,LOC-0027,Retail Banking,High,Test,1450
AST-0003577,LAP-0003577,Laptop,Lenovo,ThinkPad T14 Gen 2,TB2VAOGLV1,2021-05-31,2021-07-07,2024-07-06,2026-02-28,Past EOL,Planned Refresh,LOC-0116,Legal & Compliance,Low,Development,1500
AST-0003578,LAP-0003578,Laptop,HP,EliteBook 850 G9,SA2GNNFS1V,2025-12-26,2026-01-21,2029-01-20,2027-04-30,EOL within 12 months,In Service,LOC-0086,Operations,Critical,Development,1650
AST-0003579,LAP-0003579,Laptop,Apple,MacBook Pro 14-inch M2 Pro,UGJE81DQE8,2026-02-18,2026-03-07,2029-03-06,2028-01-31,EOL within 24 months,Retired,LOC-0114,Technology,Medium,Production,2850
AST-0003580,LAP-0003580,Laptop,Apple,MacBook Pro 14-inch M2 Pro,1EVL4SPQJN,2024-04-14,2024-04-17,2029-04-16,2028-01-31,EOL within 24 months,In Service,LOC-0004,Capital Markets,Medium,Production,2850
AST-0003581,LAP-0003581,Laptop,Dell,Latitude 5420,KJR46MHRL0,2022-02-13,2022-02-27,2025-02-26,2026-03-31,Past EOL,In Service,LOC-0064,Cybersecurity,Critical,Test,1450
AST-0003582,LAP-0003582,Laptop,Dell,Latitude 5420,T3CBZ2DLF7,2023-11-17,2023-12-04,2028-12-02,2026-03-31,Past EOL,In Service,LOC-0132,Commercial Banking,Medium,Development,1450
AST-0003583,LAP-0003583,Laptop,Dell,Latitude 5420,3LQ0S52QN3,2023-11-16,2023-12-29,2028-12-27,2026-03-31,Past EOL,Planned Refresh,LOC-0109,Technology,High,Test,1450
AST-0003584,LAP-0003584,Laptop,Apple,MacBook Pro 14-inch M2 Pro,UVF5HWDA7W,2024-05-16,2024-06-13,2028-06-12,2028-01-31,EOL within 24 months,In Service,LOC-0132,Wealth Management,High,Test,2850
AST-0003585,LAP-0003585,Laptop,Apple,MacBook Pro 14-inch M2 Pro,CYYOZROSSS,2025-11-15,2025-11-28,2028-11-27,2028-01-31,EOL within 24 months,Retired,LOC-0059,Capital Markets,Medium,Test,2850
AST-0003586,LAP-0003586,Laptop,Lenovo,ThinkPad T14 Gen 2,EMY6MJHEY8,2023-09-12,2023-10-07,2026-10-06,2026-02-28,Past EOL,In Service,LOC-0108,Retail Banking,High,Production,1500
AST-0003587,LAP-0003587,Laptop,HP,EliteBook 850 G9,HC5SY4V8CQ,2023-09-27,2023-10-01,2028-09-29,2027-04-30,EOL within 12 months,In Service,LOC-0051,Commercial Banking,High,Development,1650
AST-0003588,LAP-0003588,Laptop,Apple,MacBook Pro 14-inch M2 Pro,3ST1HCQ0TY,2024-10-04,2024-11-01,2028-10-31,2028-01-31,EOL within 24 months,In Service,LOC-0064,Commercial Banking,High,Production,2850
AST-0003589,LAP-0003589,Laptop,Lenovo,ThinkPad T14 Gen 3,VSQEJ7O82H,2023-08-21,2023-09-19,2026-09-18,2027-05-31,EOL within 12 months,Retired,LOC-0028,Retail Banking,Critical,Test,1600
AST-0003590,LAP-0003590,Laptop,Apple,MacBook Pro 14-inch M2 Pro,ZTPJH761D8,2025-08-29,2025-10-10,2030-10-09,2028-01-31,EOL within 24 months,Planned Refresh,LOC-0098,Retail Banking,Medium,Production,2850
AST-0003591,LAP-0003591,Laptop,HP,EliteBook 840 G8,O45MPTBGZ7,2021-10-03,2021-10-15,2025-10-14,2026-01-31,Past EOL,In Service,LOC-0030,Technology,Medium,Development,1500
AST-0003592,LAP-0003592,Laptop,Dell,Latitude 5420,NRC3ZKT4P6,2022-05-15,2022-06-13,2026-06-12,2026-03-31,Past EOL,In Service,LOC-0150,Legal & Compliance,Low,Development,1450
AST-0003593,LAP-0003593,Laptop,HP,EliteBook 840 G8,ZWI9SIVZB2,2022-12-22,2023-01-22,2028-01-21,2026-01-31,Past EOL,Retired,LOC-0035,Retail Banking,Medium,Production,1500
AST-0003594,LAP-0003594,Laptop,Dell,Latitude 7440,1XHN3ZGO1V,2025-10-11,2025-11-08,2029-11-07,2028-04-30,EOL within 24 months,Retired,LOC-0046,Retail Banking,Low,Production,1850
AST-0003595,LAP-0003595,Laptop,Lenovo,ThinkPad T14 Gen 3,KG8LE768NU,2025-09-20,2025-09-30,2029-09-29,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0144,Commercial Banking,Medium,Development,1600
AST-0003596,LAP-0003596,Laptop,Apple,MacBook Air M2,7GTRDD9V4K,2023-12-01,2024-01-01,2026-12-31,2027-07-31,EOL within 24 months,In Service,LOC-0117,Technology,Low,Production,1650
AST-0003597,LAP-0003597,Laptop,Dell,Latitude 7440,R6LVXNL8Z9,2026-05-23,2026-06-05,2031-06-04,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0097,Commercial Banking,High,Development,1850
AST-0003598,LAP-0003598,Laptop,Dell,Latitude 5430,UTNUJIWRPY,2023-03-05,2023-03-09,2026-03-08,2027-04-30,EOL within 12 months,In Service,LOC-0113,Commercial Banking,Critical,Development,1550
AST-0003599,LAP-0003599,Laptop,Lenovo,ThinkPad T14 Gen 2,R9VBSKE11L,2021-10-19,2021-11-28,2026-11-27,2026-02-28,Past EOL,In Service,LOC-0146,Finance,High,Test,1500
AST-0003600,LAP-0003600,Laptop,Lenovo,ThinkPad T14 Gen 3,40OBADPH2R,2024-09-01,2024-09-20,2029-09-19,2027-05-31,EOL within 12 months,Retired,LOC-0030,Retail Banking,Medium,Production,1600
AST-0003601,LAP-0003601,Laptop,Dell,Latitude 5430,PCNUECIBKK,2022-05-31,2022-07-15,2026-07-14,2027-04-30,EOL within 12 months,Retired,LOC-0063,Risk,Low,Test,1550
AST-0003602,LAP-0003602,Laptop,HP,EliteBook 840 G8,C9CNAVIQED,2024-06-13,2024-06-15,2027-06-15,2026-01-31,Past EOL,Planned Refresh,LOC-0122,Capital Markets,Low,Development,1500
AST-0003603,LAP-0003603,Laptop,Apple,MacBook Pro 14-inch M2 Pro,R7XIVV63SE,2023-02-18,2023-02-23,2028-02-22,2028-01-31,EOL within 24 months,In Service,LOC-0093,Commercial Banking,Critical,Test,2850
AST-0003604,LAP-0003604,Laptop,Apple,MacBook Air M2,1NT0JGIRB0,2025-03-31,2025-04-18,2030-04-17,2027-07-31,EOL within 24 months,In Service,LOC-0012,Retail Banking,Medium,Production,1650
AST-0003605,LAP-0003605,Laptop,HP,EliteBook 840 G8,3GE6KRSIIK,2023-02-12,2023-03-15,2026-03-14,2026-01-31,Past EOL,In Service,LOC-0152,Commercial Banking,Critical,Development,1500
AST-0003606,LAP-0003606,Laptop,Dell,Latitude 7440,LDX77SKJ63,2025-05-15,2025-05-18,2030-05-17,2028-04-30,EOL within 24 months,In Service,LOC-0056,Retail Banking,Low,Development,1850
AST-0003607,LAP-0003607,Laptop,Dell,Latitude 5420,ZU9F05FD4V,2024-08-28,2024-09-30,2029-09-29,2026-03-31,Past EOL,In Service,LOC-0022,Technology,Medium,Production,1450
AST-0003608,LAP-0003608,Laptop,HP,EliteBook 840 G8,F1HRJT33VV,2024-05-18,2024-06-19,2028-06-18,2026-01-31,Past EOL,Planned Refresh,LOC-0042,Retail Banking,High,Production,1500
AST-0003609,LAP-0003609,Laptop,Apple,MacBook Pro 14-inch M2 Pro,1VK0F96QIF,2025-06-17,2025-07-22,2029-07-21,2028-01-31,EOL within 24 months,Retired,LOC-0022,Commercial Banking,Medium,Development,2850
AST-0003610,LAP-0003610,Laptop,Lenovo,ThinkPad T14 Gen 2,M9QW3HTD8H,2022-01-02,2022-01-17,2025-01-16,2026-02-28,Past EOL,In Service,LOC-0065,Finance,Medium,Test,1500
AST-0003611,LAP-0003611,Laptop,Dell,Latitude 5430,MN0N64BR3R,2024-06-06,2024-06-28,2027-06-28,2027-04-30,EOL within 12 months,In Service,LOC-0030,Retail Banking,Critical,Development,1550
AST-0003612,LAP-0003612,Laptop,Dell,Latitude 5430,O1XNAH1K1B,2025-11-26,2025-12-31,2028-12-30,2027-04-30,EOL within 12 months,Quarantined,LOC-0059,Cybersecurity,Medium,Development,1550
AST-0003613,LAP-0003613,Laptop,Lenovo,ThinkPad T14 Gen 2,AXXEC7I394,2022-07-19,2022-07-25,2025-07-24,2026-02-28,Past EOL,Quarantined,LOC-0060,Wealth Management,High,Production,1500
AST-0003614,LAP-0003614,Laptop,HP,EliteBook 850 G9,ZXPARW83TT,2022-06-20,2022-07-16,2027-07-15,2027-04-30,EOL within 12 months,In Service,LOC-0101,Technology,Critical,Test,1650
AST-0003615,LAP-0003615,Laptop,Apple,MacBook Air M2,UL2C8E7KXS,2025-01-13,2025-02-03,2029-02-02,2027-07-31,EOL within 24 months,In Service,LOC-0144,Legal & Compliance,High,Test,1650
AST-0003616,LAP-0003616,Laptop,HP,EliteBook 840 G8,WNKSO5XB74,2021-01-30,2021-03-08,2024-03-07,2026-01-31,Past EOL,Quarantined,LOC-0038,Operations,Medium,Production,1500
AST-0003617,LAP-0003617,Laptop,Dell,Latitude 5420,68CDUN519M,2023-05-21,2023-06-11,2026-06-10,2026-03-31,Past EOL,Quarantined,LOC-0052,Retail Banking,High,Development,1450
AST-0003618,LAP-0003618,Laptop,HP,EliteBook 850 G9,5GON7RFVBA,2023-11-22,2024-01-06,2029-01-04,2027-04-30,EOL within 12 months,In Service,LOC-0065,Operations,High,Test,1650
AST-0003619,LAP-0003619,Laptop,Apple,MacBook Pro 14-inch M2 Pro,S4L7GUH9WI,2023-01-07,2023-01-20,2026-01-19,2028-01-31,EOL within 24 months,In Service,LOC-0042,Wealth Management,High,Test,2850
AST-0003620,LAP-0003620,Laptop,HP,EliteBook 840 G8,1WA50F53IP,2022-03-12,2022-04-17,2027-04-16,2026-01-31,Past EOL,Planned Refresh,LOC-0136,Technology,High,Production,1500
AST-0003621,LAP-0003621,Laptop,Dell,Latitude 5420,W8ZGE0XB81,2021-08-22,2021-08-24,2026-08-23,2026-03-31,Past EOL,In Service,LOC-0126,Retail Banking,Critical,Test,1450
AST-0003622,LAP-0003622,Laptop,HP,EliteBook 850 G9,KYFBP4QY4P,2022-07-06,2022-08-14,2026-08-13,2027-04-30,EOL within 12 months,In Service,LOC-0132,Commercial Banking,Medium,Production,1650
AST-0003623,LAP-0003623,Laptop,Dell,Latitude 5430,46WF6N0IRJ,2022-06-07,2022-06-11,2027-06-10,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0080,Capital Markets,Low,Test,1550
AST-0003624,LAP-0003624,Laptop,Dell,Latitude 7440,9Q8BX637SC,2025-03-09,2025-03-10,2029-03-09,2028-04-30,EOL within 24 months,Quarantined,LOC-0097,Cybersecurity,Low,Production,1850
AST-0003625,LAP-0003625,Laptop,Lenovo,ThinkPad T14 Gen 3,PS82ZIBRQF,2025-08-03,2025-08-17,2029-08-16,2027-05-31,EOL within 12 months,Quarantined,LOC-0003,Cybersecurity,Low,Production,1600
AST-0003626,LAP-0003626,Laptop,HP,EliteBook 840 G8,E3DHSUDFLP,2023-09-13,2023-10-07,2028-10-05,2026-01-31,Past EOL,Retired,LOC-0067,Finance,Medium,Test,1500
AST-0003627,LAP-0003627,Laptop,Dell,Latitude 7440,TEJ5XIK1FK,2024-03-20,2024-05-03,2027-05-03,2028-04-30,EOL within 24 months,In Service,LOC-0060,Technology,Critical,Development,1850
AST-0003628,LAP-0003628,Laptop,Dell,Latitude 5430,321QA1DWME,2023-09-12,2023-10-23,2027-10-22,2027-04-30,EOL within 12 months,In Service,LOC-0037,Retail Banking,Low,Development,1550
AST-0003629,LAP-0003629,Laptop,Lenovo,ThinkPad T14 Gen 2,TSUH8AZPOO,2022-10-12,2022-10-24,2025-10-23,2026-02-28,Past EOL,Retired,LOC-0008,Finance,Medium,Test,1500
AST-0003630,LAP-0003630,Laptop,Dell,Latitude 5420,DWQ5X9ZEK8,2022-01-02,2022-01-28,2027-01-27,2026-03-31,Past EOL,Quarantined,LOC-0143,Wealth Management,High,Development,1450
AST-0003631,LAP-0003631,Laptop,HP,EliteBook 850 G9,U7NYWBTF4Q,2025-11-06,2025-12-12,2029-12-11,2027-04-30,EOL within 12 months,In Service,LOC-0150,Wealth Management,Medium,Development,1650
AST-0003632,LAP-0003632,Laptop,HP,EliteBook 850 G9,QIKQUGBGXS,2025-09-10,2025-09-28,2030-09-27,2027-04-30,EOL within 12 months,In Service,LOC-0140,Retail Banking,High,Development,1650
AST-0003633,LAP-0003633,Laptop,Dell,Latitude 7440,8PN8LCRCM4,2026-03-05,2026-03-10,2029-03-09,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0125,Retail Banking,Medium,Production,1850
AST-0003634,LAP-0003634,Laptop,Dell,Latitude 7440,F0GJH7RUAB,2025-05-14,2025-06-15,2029-06-14,2028-04-30,EOL within 24 months,In Service,LOC-0147,Finance,Critical,Production,1850
AST-0003635,LAP-0003635,Laptop,Dell,Latitude 7440,4WNA24RUBH,2023-09-30,2023-10-24,2026-10-23,2028-04-30,EOL within 24 months,Retired,LOC-0047,Commercial Banking,Medium,Production,1850
AST-0003636,LAP-0003636,Laptop,Apple,MacBook Air M2,NZPW28X9ZL,2024-07-20,2024-08-08,2028-08-07,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0140,Retail Banking,Medium,Test,1650
AST-0003637,LAP-0003637,Laptop,HP,EliteBook 840 G8,4RJ2CKNIQ7,2021-06-24,2021-07-03,2025-07-02,2026-01-31,Past EOL,Retired,LOC-0082,Data & Analytics,Medium,Development,1500
AST-0003638,LAP-0003638,Laptop,Apple,MacBook Pro 14-inch M2 Pro,CWHMRIH5EG,2023-05-02,2023-05-04,2026-05-03,2028-01-31,EOL within 24 months,In Service,LOC-0146,Finance,Medium,Development,2850
AST-0003639,LAP-0003639,Laptop,Lenovo,ThinkPad T14 Gen 3,AROE2WBIIO,2025-12-12,2025-12-25,2030-12-24,2027-05-31,EOL within 12 months,Retired,LOC-0055,Wealth Management,Critical,Production,1600
AST-0003640,LAP-0003640,Laptop,Dell,Latitude 5420,ZA6XAMVICU,2022-07-09,2022-07-15,2026-07-14,2026-03-31,Past EOL,Retired,LOC-0156,Technology,Medium,Development,1450
AST-0003641,LAP-0003641,Laptop,Lenovo,ThinkPad T14 Gen 2,NB2PZ5OG7M,2022-08-15,2022-09-02,2027-09-01,2026-02-28,Past EOL,In Service,LOC-0156,Retail Banking,High,Production,1500
AST-0003642,LAP-0003642,Laptop,Apple,MacBook Pro 14-inch M2 Pro,S8BNIIAXZN,2024-09-15,2024-09-22,2029-09-21,2028-01-31,EOL within 24 months,In Service,LOC-0067,Technology,Critical,Production,2850
AST-0003643,LAP-0003643,Laptop,HP,EliteBook 850 G9,NK2GBXG0NJ,2025-06-02,2025-06-16,2028-06-15,2027-04-30,EOL within 12 months,In Service,LOC-0063,Operations,Critical,Production,1650
AST-0003644,LAP-0003644,Laptop,Apple,MacBook Air M2,25WOE9WNQX,2023-01-12,2023-02-07,2027-02-06,2027-07-31,EOL within 24 months,In Service,LOC-0150,Legal & Compliance,Medium,Production,1650
AST-0003645,LAP-0003645,Laptop,Apple,MacBook Pro 14-inch M2 Pro,9BA0T9FPCB,2026-04-18,2026-05-05,2031-05-04,2028-01-31,EOL within 24 months,Quarantined,LOC-0025,Wealth Management,High,Test,2850
AST-0003646,LAP-0003646,Laptop,Apple,MacBook Air M2,LBOMOL931X,2023-06-05,2023-06-15,2027-06-14,2027-07-31,EOL within 24 months,In Service,LOC-0141,Human Resources,High,Production,1650
AST-0003647,LAP-0003647,Laptop,Dell,Latitude 5430,P2QXYOBOOF,2026-01-21,2026-02-27,2031-02-26,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0116,Technology,Critical,Test,1550
AST-0003648,LAP-0003648,Laptop,HP,EliteBook 850 G9,C25SWG623J,2023-01-01,2023-01-23,2027-01-22,2027-04-30,EOL within 12 months,In Service,LOC-0149,Capital Markets,Low,Development,1650
AST-0003649,LAP-0003649,Laptop,Apple,MacBook Air M2,5H8CJ1AJ0I,2026-03-19,2026-04-07,2030-04-06,2027-07-31,EOL within 24 months,In Service,LOC-0074,Capital Markets,Medium,Development,1650
AST-0003650,LAP-0003650,Laptop,Apple,MacBook Air M2,VQJDDGB9S7,2022-09-18,2022-09-21,2027-09-20,2027-07-31,EOL within 24 months,Retired,LOC-0035,Operations,Medium,Production,1650
AST-0003651,LAP-0003651,Laptop,Lenovo,ThinkPad T14 Gen 3,N4ZDHYVPQC,2022-09-16,2022-10-24,2025-10-23,2027-05-31,EOL within 12 months,Retired,LOC-0101,Technology,High,Production,1600
AST-0003652,LAP-0003652,Laptop,Dell,Latitude 7440,FFWEC74CN9,2025-02-20,2025-03-01,2028-02-29,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0151,Technology,Medium,Development,1850
AST-0003653,LAP-0003653,Laptop,Apple,MacBook Pro 14-inch M2 Pro,9C57AXLIM2,2023-01-18,2023-02-04,2028-02-03,2028-01-31,EOL within 24 months,In Service,LOC-0147,Technology,High,Test,2850
AST-0003654,LAP-0003654,Laptop,Dell,Latitude 7440,1HQSSHAK6J,2026-02-17,2026-03-07,2030-03-06,2028-04-30,EOL within 24 months,Retired,LOC-0020,Operations,High,Test,1850
AST-0003655,LAP-0003655,Laptop,Apple,MacBook Pro 14-inch M2 Pro,G3DUR5P40T,2025-04-29,2025-05-17,2028-05-16,2028-01-31,EOL within 24 months,In Service,LOC-0114,Commercial Banking,Critical,Test,2850
AST-0003656,LAP-0003656,Laptop,Dell,Latitude 7440,DO27Q86DU5,2024-10-08,2024-10-12,2027-10-12,2028-04-30,EOL within 24 months,Quarantined,LOC-0030,Capital Markets,High,Production,1850
AST-0003657,LAP-0003657,Laptop,Dell,Latitude 5420,9P6MCMNNK6,2023-09-18,2023-10-20,2026-10-19,2026-03-31,Past EOL,In Service,LOC-0019,Risk,High,Test,1450
AST-0003658,LAP-0003658,Laptop,Dell,Latitude 5420,2QIVUL5YZW,2022-01-02,2022-01-30,2027-01-29,2026-03-31,Past EOL,Planned Refresh,LOC-0127,Retail Banking,Low,Production,1450
AST-0003659,LAP-0003659,Laptop,Dell,Latitude 5430,6XENG7BAK8,2022-08-29,2022-10-03,2026-10-02,2027-04-30,EOL within 12 months,Retired,LOC-0152,Risk,Critical,Test,1550
AST-0003660,LAP-0003660,Laptop,Dell,Latitude 7440,OD31ENBB34,2024-02-16,2024-03-25,2028-03-24,2028-04-30,EOL within 24 months,In Service,LOC-0106,Cybersecurity,High,Development,1850
AST-0003661,LAP-0003661,Laptop,Dell,Latitude 5420,M6REM8RUGC,2023-10-30,2023-11-14,2027-11-13,2026-03-31,Past EOL,In Service,LOC-0142,Operations,Medium,Development,1450
AST-0003662,LAP-0003662,Laptop,Apple,MacBook Air M2,6XXZXXFRMV,2024-11-03,2024-11-24,2027-11-24,2027-07-31,EOL within 24 months,Quarantined,LOC-0119,Capital Markets,Medium,Test,1650
AST-0003663,LAP-0003663,Laptop,Dell,Latitude 5420,ZC7BVVG5S9,2023-05-25,2023-06-07,2027-06-06,2026-03-31,Past EOL,In Service,LOC-0157,Technology,Low,Production,1450
AST-0003664,LAP-0003664,Laptop,Apple,MacBook Air M2,6AQYCVF7JM,2024-12-02,2024-12-09,2027-12-09,2027-07-31,EOL within 24 months,Quarantined,LOC-0022,Retail Banking,Low,Development,1650
AST-0003665,LAP-0003665,Laptop,Lenovo,ThinkPad T14 Gen 2,SKI05TEPGG,2023-12-15,2024-01-15,2029-01-13,2026-02-28,Past EOL,Quarantined,LOC-0093,Technology,Critical,Production,1500
AST-0003666,LAP-0003666,Laptop,Dell,Latitude 5420,9M73SLZ3Z7,2021-03-19,2021-04-01,2025-03-31,2026-03-31,Past EOL,Planned Refresh,LOC-0060,Capital Markets,Medium,Test,1450
AST-0003667,LAP-0003667,Laptop,Apple,MacBook Pro 14-inch M2 Pro,YZO648Q6C6,2026-01-12,2026-01-27,2029-01-26,2028-01-31,EOL within 24 months,In Service,LOC-0110,Risk,Medium,Development,2850
AST-0003668,LAP-0003668,Laptop,HP,EliteBook 850 G9,L7JVC9MWYM,2024-08-24,2024-09-29,2029-09-28,2027-04-30,EOL within 12 months,Retired,LOC-0114,Commercial Banking,Critical,Development,1650
AST-0003669,LAP-0003669,Laptop,Apple,MacBook Pro 14-inch M2 Pro,5TO7S473QF,2026-03-08,2026-03-25,2030-03-24,2028-01-31,EOL within 24 months,In Service,LOC-0116,Commercial Banking,Low,Test,2850
AST-0003670,LAP-0003670,Laptop,HP,EliteBook 840 G8,G906ZE50KW,2021-12-13,2022-01-16,2025-01-15,2026-01-31,Past EOL,In Service,LOC-0039,Commercial Banking,High,Production,1500
AST-0003671,LAP-0003671,Laptop,HP,EliteBook 840 G8,KLEYC5KE33,2021-03-16,2021-03-23,2024-03-22,2026-01-31,Past EOL,In Service,LOC-0039,Data & Analytics,High,Test,1500
AST-0003672,LAP-0003672,Laptop,Dell,Latitude 5430,EVPZZB25WC,2025-06-05,2025-06-17,2030-06-16,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0052,Retail Banking,High,Production,1550
AST-0003673,LAP-0003673,Laptop,Lenovo,ThinkPad T14 Gen 2,VQ0OV6ZQE1,2022-10-05,2022-11-04,2027-11-03,2026-02-28,Past EOL,Planned Refresh,LOC-0143,Technology,Medium,Production,1500
AST-0003674,LAP-0003674,Laptop,Apple,MacBook Air M2,VB2OSJ4KT8,2023-06-25,2023-06-30,2028-06-28,2027-07-31,EOL within 24 months,In Service,LOC-0150,Technology,Critical,Development,1650
AST-0003675,LAP-0003675,Laptop,HP,EliteBook 840 G8,QDDHKWLNJO,2024-09-16,2024-10-15,2028-10-14,2026-01-31,Past EOL,In Service,LOC-0049,Technology,Medium,Test,1500
AST-0003676,LAP-0003676,Laptop,Lenovo,ThinkPad T14 Gen 3,NNHSHIXFZZ,2023-08-03,2023-08-11,2026-08-10,2027-05-31,EOL within 12 months,Planned Refresh,LOC-0042,Operations,Low,Test,1600
AST-0003677,LAP-0003677,Laptop,Dell,Latitude 5420,K1731DRWR2,2024-01-24,2024-02-12,2028-02-11,2026-03-31,Past EOL,Planned Refresh,LOC-0114,Legal & Compliance,Low,Production,1450
AST-0003678,LAP-0003678,Laptop,Dell,Latitude 5420,RZC0FLAW88,2024-03-12,2024-03-29,2029-03-28,2026-03-31,Past EOL,Planned Refresh,LOC-0021,Capital Markets,High,Production,1450
AST-0003679,LAP-0003679,Laptop,Dell,Latitude 5430,414GGSD40U,2023-08-03,2023-08-15,2026-08-14,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0078,Retail Banking,Critical,Development,1550
AST-0003680,LAP-0003680,Laptop,Dell,Latitude 5430,D1VO6UV82V,2022-10-31,2022-11-06,2025-11-05,2027-04-30,EOL within 12 months,Retired,LOC-0007,Wealth Management,Critical,Development,1550
AST-0003681,LAP-0003681,Laptop,Dell,Latitude 5430,PTOYUBQ796,2024-05-19,2024-05-31,2028-05-30,2027-04-30,EOL within 12 months,In Service,LOC-0098,Risk,High,Production,1550
AST-0003682,LAP-0003682,Laptop,Apple,MacBook Pro 14-inch M2 Pro,268VOFH2R3,2023-05-30,2023-07-12,2028-07-10,2028-01-31,EOL within 24 months,Retired,LOC-0036,Retail Banking,Medium,Test,2850
AST-0003683,LAP-0003683,Laptop,Dell,Latitude 7440,3SKLT7XEOE,2026-05-09,2026-05-26,2029-05-25,2028-04-30,EOL within 24 months,Planned Refresh,LOC-0111,Risk,Medium,Production,1850
AST-0003684,LAP-0003684,Laptop,Apple,MacBook Air M2,44QDZNX80E,2025-03-02,2025-03-18,2029-03-17,2027-07-31,EOL within 24 months,Planned Refresh,LOC-0004,Retail Banking,Medium,Test,1650
AST-0003685,LAP-0003685,Laptop,Apple,MacBook Air M2,9YCR0UPP3F,2023-01-17,2023-01-27,2028-01-26,2027-07-31,EOL within 24 months,In Service,LOC-0092,Human Resources,Medium,Test,1650
AST-0003686,LAP-0003686,Laptop,Dell,Latitude 5430,CEZRLXMV2Z,2022-09-13,2022-09-22,2027-09-21,2027-04-30,EOL within 12 months,Planned Refresh,LOC-0101,Retail Banking,Low,Test,1550
AST-0003687,LAP-0003687,Laptop,HP,EliteBook 850 G9,139FX1PAJE,2026-04-05,2026-05-16,2031-05-15,2027-04-30,EOL within 12 months,In Service,LOC-0120,Commercial Banking,High,Development,1650
AST-0003688,LAP-0003688,Laptop,HP,EliteBook 840 G8,9QZ6O1RPRZ,2024-09-10,2024-09-19,2028-09-18,2026-01-31,Past EOL,Quarantined,LOC-0158,Technology,Medium,Production,1500
AST-0003689,LAP-0003689,Laptop,Lenovo,ThinkPad T14 Gen 3,IZOO20W4FK,2025-04-03,2025-05-01,2028-04-30,2027-05-31,EOL within 12 months,In Service,LOC-0081,Capital Markets,Critical,Production,1600
